Date,Open,High,Low,Close,Adj Close,Volume,Dividends,IsNextUp
8/5/1993,45,45,44.84375,44.90625,25.68906021,36800,0,0
8/6/1993,45.03125,45.0625,44.90625,44.96875,25.72482109,402300,0,1
8/9/1993,45.09375,45.34375,45,45.21875,25.86784172,828200,0,0
8/10/1993,45.1875,45.21875,45.125,45.1875,25.84995461,604900,0,1
8/11/1993,45.15625,45.3125,45.15625,45.1875,25.84995461,542200,0,0
8/12/1993,45.3125,45.3125,44.90625,45.0625,25.77845955,303700,0,1
8/13/1993,45.09375,45.15625,45.09375,45.125,25.81418419,103500,0,1
8/16/1993,45.15625,45.5,45.15625,45.375,25.95721436,241800,0,1
8/17/1993,45.34375,45.53125,45.34375,45.53125,26.04660034,369300,0,1
8/18/1993,45.6875,45.875,45.65625,45.78125,26.18960762,414300,0,0
8/19/1993,45.8125,45.8125,45.71875,45.78125,26.18960762,28500,0,1
8/20/1993,45.6875,45.8125,45.65625,45.8125,26.2074852,80700,0,1
8/23/1993,45.625,45.75,45.625,45.71875,26.15386963,15600,0,1
8/24/1993,45.71875,46.21875,45.71875,46.21875,26.43991089,273400,0,1
8/25/1993,46.21875,46.4375,46.15625,46.25,26.45775414,242300,0,0
8/26/1993,46.28125,46.53125,46.09375,46.28125,26.4756546,120000,0,1
8/27/1993,46.15625,46.25,46.15625,46.25,26.45775414,25700,0,1
8/30/1993,46.28125,46.5,46.28125,46.4375,26.56503105,183500,0,1
8/31/1993,46.40625,46.5625,46.34375,46.5625,26.63654137,66500,0,1
9/1/1993,46.40625,46.59375,46.40625,46.5,26.60079193,136500,0,0
9/2/1993,46.53125,46.59375,46.3125,46.34375,26.51140022,472400,0,1
9/3/1993,46.3125,46.4375,46.25,46.375,26.52926636,630500,0,0
9/7/1993,46.375,46.4375,46,46.0625,26.35051155,196400,0,0
9/8/1993,46.0625,46.0625,45.59375,45.90625,26.26112366,269900,0,1
9/9/1993,45.71875,46.03125,45.71875,46,26.31476212,239200,0,1
9/10/1993,46.125,46.4375,46.0625,46.40625,26.54714203,106500,0,0
9/13/1993,46.5625,46.5625,46.4375,46.4375,26.56503105,66900,0,0
9/14/1993,46.3125,46.3125,46.09375,46.25,26.45775414,184500,0,1
9/15/1993,46.0625,46.40625,45.90625,46.375,26.52926636,101000,0,0
9/16/1993,46.3125,46.34375,46.15625,46.1875,26.42202759,54300,0,0
9/17/1993,45.875,45.90625,45.75,45.8125,26.37078285,200900,0.286,0
9/20/1993,45.875,45.96875,45.4375,45.4375,26.15492821,57800,0,0
9/21/1993,45.5,45.5625,44.8125,45.28125,26.06497765,318200,0,1
9/22/1993,45.4375,45.71875,45.375,45.65625,26.28084755,439700,0,1
9/23/1993,45.78125,45.9375,45.71875,45.90625,26.42474937,88500,0,0
9/24/1993,45.84375,45.875,45.71875,45.78125,26.35278511,53500,0,1
9/27/1993,46.125,46.28125,46.125,46.28125,26.64060974,274600,0,0
9/28/1993,46.3125,46.3125,46.15625,46.1875,26.58665085,158300,0,0
9/29/1993,46.1875,46.3125,45.96875,46.03125,26.49671364,221000,0,0
9/30/1993,46.03125,46.125,45.84375,45.9375,26.44273758,99300,0,1
10/1/1993,45.875,46.21875,45.8125,46.15625,26.56865311,22700,0,0
10/4/1993,46.21875,46.21875,46.09375,46.21875,26.60464859,1038500,0,0
10/5/1993,46.3125,46.3125,46,46.15625,26.56865311,436500,0,0
10/6/1993,46.1875,46.375,46.125,46.125,26.55066872,209200,0,0
10/7/1993,46.1875,46.1875,45.96875,46,26.47872353,59400,0,0
10/8/1993,46.125,46.15625,45.71875,46.0625,26.5146904,54400,0,0
10/11/1993,46.15625,46.25,46.15625,46.15625,26.56865311,467100,0,0
10/12/1993,46.21875,46.25,46.1875,46.21875,26.60464859,26200,0,0
10/13/1993,46.25,46.25,46.15625,46.21875,26.60464859,139100,0,1
10/14/1993,46.40625,46.8125,46.28125,46.8125,26.94639969,108100,0,1
10/15/1993,47.03125,47.15625,46.90625,47.0625,27.09032059,1502500,0,0
10/18/1993,47.03125,47.03125,46.875,46.9375,27.01835251,722400,0,0
10/19/1993,46.875,46.96875,46.59375,46.59375,26.82049561,880100,0,0
10/20/1993,46.75,46.75,46.5625,46.65625,26.85647392,230400,0,0
10/21/1993,46.6875,46.6875,46.53125,46.59375,26.82049561,56200,0,0
10/22/1993,46.65625,46.84375,46.375,46.375,26.694561,390700,0,1
10/25/1993,46.40625,46.5625,46.28125,46.5,26.76653481,114500,0,0
10/26/1993,46.46875,46.5,46.3125,46.46875,26.7485466,186200,0,1
10/27/1993,46.40625,46.53125,46.40625,46.5,26.76653481,118400,0,1
10/28/1993,46.5625,46.96875,46.5625,46.84375,26.96439743,129600,0,1
10/29/1993,46.8125,46.875,46.78125,46.84375,26.96439743,80700,0,1
11/1/1993,46.78125,47,46.78125,46.96875,27.03636551,36400,0,1
11/2/1993,46.90625,47,46.65625,46.9375,27.01835251,262100,0,0
11/3/1993,46.90625,46.90625,46.125,46.34375,26.67658806,479100,0,0
11/4/1993,46.34375,46.34375,45.8125,45.84375,26.38877296,130400,0,1
11/5/1993,45.71875,46.0625,45.53125,46.0625,26.5146904,363200,0,1
11/8/1993,46.09375,46.25,45.96875,46.125,26.55066872,367600,0,0
11/9/1993,46.4375,46.46875,46.125,46.15625,26.56865311,246900,0,1
11/10/1993,46.15625,46.5,46.03125,46.5,26.76653481,46500,0,0
11/11/1993,46.5,46.625,46.34375,46.375,26.694561,88900,0,1
11/12/1993,46.46875,46.75,46.4375,46.59375,26.82049561,108200,0,0
11/15/1993,46.6875,46.6875,46.4375,46.5625,26.80250549,243300,0,1
11/16/1993,46.65625,46.8125,46.46875,46.78125,26.92841911,492600,0,0
11/17/1993,46.8125,46.8125,46.40625,46.53125,26.78452682,39600,0,0
11/18/1993,46.46875,46.5625,46.28125,46.40625,26.71255493,240800,0,1
11/19/1993,46.25,46.375,46.21875,46.3125,26.65858269,106000,0,0
11/22/1993,46.1875,46.21875,45.875,46.03125,26.49671364,165300,0,0
11/23/1993,46.28125,46.3125,46.03125,46.28125,26.64060974,89700,0,1
11/24/1993,46.40625,46.5,46.34375,46.46875,26.7485466,77200,0,0
11/26/1993,46.59375,46.59375,46.46875,46.5,26.76653481,1019800,0,0
11/29/1993,46.625,46.71875,46.3125,46.3125,26.65858269,517500,0,1
11/30/1993,46.28125,46.5625,46.25,46.34375,26.67658806,230000,0,0
12/1/1993,46.59375,46.625,46.40625,46.40625,26.71255493,379200,0,1
12/2/1993,46.5,46.5625,46.40625,46.53125,26.78452682,352000,0,1
12/3/1993,46.5,46.71875,46.5,46.71875,26.8924408,306000,0,1
12/6/1993,46.78125,46.9375,46.78125,46.875,26.98237801,99500,0,0
12/7/1993,46.875,46.90625,46.78125,46.84375,26.96439743,88800,0,0
12/8/1993,46.84375,46.84375,46.78125,46.84375,26.96439743,146700,0,0
12/9/1993,46.84375,46.90625,46.625,46.6875,26.87445259,416500,0,0
12/10/1993,46.71875,46.71875,46.5,46.59375,26.82049561,412900,0,1
12/13/1993,46.59375,46.875,46.53125,46.875,26.98237801,273200,0,0
12/14/1993,46.90625,46.90625,46.53125,46.53125,26.78452682,41900,0,0
12/15/1993,46.59375,46.625,46.46875,46.46875,26.7485466,82600,0,0
12/16/1993,46.65625,46.65625,46.5625,46.625,26.83848,78200,0,1
12/17/1993,46.40625,46.59375,46.375,46.5625,26.98598289,104700,0.317,1
12/20/1993,46.53125,46.65625,46.5,46.625,27.02220154,68800,0,0
12/21/1993,46.5625,46.5625,46.40625,46.46875,26.93165016,205700,0,1
12/22/1993,46.59375,46.8125,46.5,46.78125,27.11275673,410300,0,0
12/23/1993,46.75,46.84375,46.6875,46.75,27.09463501,533800,0,1
12/27/1993,46.75,47,46.75,47,27.23954391,447100,0,1
12/28/1993,46.96875,47.125,46.9375,47.09375,27.29386139,880600,0,0
12/29/1993,47.125,47.15625,47,47.03125,27.2576561,266700,0,0
12/30/1993,47,47,46.75,46.84375,27.14897919,219900,0,0
12/31/1993,46.9375,47,46.5625,46.59375,27.00409317,312900,0,0
1/3/1994,46.59375,46.65625,46.40625,46.46875,26.93165016,960900,0,1
1/4/1994,46.53125,46.65625,46.46875,46.65625,27.04031563,164300,0,1
1/5/1994,46.71875,46.78125,46.53125,46.75,27.09463501,710900,0,0
1/6/1994,46.8125,46.84375,46.6875,46.75,27.09463501,201000,0,1
1/7/1994,46.84375,47.0625,46.71875,47.03125,27.2576561,775500,0,1
1/10/1994,47.09375,47.59375,46.96875,47.59375,27.58364677,593700,0,0
1/11/1994,47.5625,47.5625,47.34375,47.5,27.52931786,295200,0,0
1/12/1994,47.53125,47.53125,47.1875,47.34375,27.43876266,158400,0,0
1/13/1994,47.21875,47.3125,47.15625,47.21875,27.3663044,244300,0,1
1/14/1994,47.375,47.5,47.375,47.40625,27.47499466,137200,0,0
1/17/1994,47.40625,47.46875,47.3125,47.40625,27.47499466,17700,0,0
1/18/1994,47.46875,47.53125,47.375,47.46875,27.51120758,166400,0,0
1/19/1994,47.40625,47.46875,47.25,47.34375,27.43876266,200800,0,1
1/20/1994,47.40625,47.5,47.375,47.46875,27.51120758,281100,0,0
1/21/1994,47.53125,47.53125,47.34375,47.375,27.45687675,85600,0,0
1/24/1994,47.34375,47.5625,47.1875,47.1875,27.3482132,373800,0,0
1/25/1994,47.21875,47.25,47.09375,47.1875,27.3482132,310400,0,1
1/26/1994,47.1875,47.34375,47.125,47.3125,27.42065239,145100,0,1
1/27/1994,47.40625,47.8125,47.34375,47.75,27.6742115,344500,0,0
1/28/1994,47.9375,48.03125,47.875,47.875,27.7466526,356500,0,1
1/31/1994,48.0625,48.3125,48,48.21875,27.94589233,313800,0,0
2/1/1994,48.15625,48.15625,47.90625,47.96875,27.8009758,303600,0,1
2/2/1994,48.125,48.28125,48.09375,48.28125,27.98208809,307600,0,0
2/3/1994,48.1875,48.1875,47.90625,48.0625,27.85531616,466100,0,0
2/4/1994,48.0625,48.125,46.96875,46.96875,27.22143936,1403200,0,1
2/7/1994,46.84375,47.3125,46.84375,47.1875,27.3482132,516400,0,0
2/8/1994,47.28125,47.28125,47.03125,47.21875,27.3663044,188200,0,1
2/9/1994,47.25,47.4375,47.1875,47.40625,27.47499466,144600,0,0
2/10/1994,47.375,47.40625,47,47,27.23954391,883900,0,1
2/11/1994,47.03125,47.28125,46.8125,47.15625,27.33010101,519400,0,1
2/14/1994,47.0625,47.375,47,47.21875,27.3663044,2742100,0,1
2/15/1994,47.3125,47.5,47.25,47.46875,27.51120758,374700,0,0
2/16/1994,47.53125,47.53125,47.34375,47.4375,27.49310493,287600,0,0
2/17/1994,47.65625,47.6875,47.03125,47.15625,27.33010101,342400,0,0
2/18/1994,47.1875,47.21875,46.75,46.875,27.16708755,313300,0,1
2/22/1994,47,47.34375,47,47.34375,27.43876266,154500,0,0
2/23/1994,47.40625,47.4375,47.0625,47.21875,27.3663044,391700,0,0
2/24/1994,47.0625,47.0625,46.5625,46.59375,27.00409317,770800,0,1
2/25/1994,46.65625,46.8125,46.5625,46.8125,27.13086128,531300,0,0
2/28/1994,46.9375,47.0625,46.8125,46.8125,27.13086128,333000,0,0
3/1/1994,46.8125,46.90625,46.375,46.625,27.02220154,423600,0,1
3/2/1994,46.03125,46.6875,45.90625,46.6875,27.05841827,581500,0,0
3/3/1994,46.625,46.625,46.4375,46.5625,26.98598289,223200,0,1
3/4/1994,46.5625,46.8125,46.40625,46.6875,27.05841827,595800,0,1
3/7/1994,46.84375,47,46.84375,46.9375,27.20330811,539800,0,0
3/8/1994,46.96875,46.96875,46.6875,46.75,27.09463501,880300,0,1
3/9/1994,46.8125,47,46.59375,46.96875,27.22143936,2500100,0,0
3/10/1994,46.9375,46.9375,46.4375,46.59375,27.00409317,207400,0,1
3/11/1994,46.65625,46.90625,46.40625,46.84375,27.14897919,576600,0,0
3/14/1994,47.03125,47.03125,46.84375,46.90625,27.18519592,345900,0,0
3/15/1994,47,47.09375,46.84375,46.875,27.16708755,748600,0,1
3/16/1994,46.9375,47.25,46.78125,47.25,27.38441849,455500,0,1
3/17/1994,47.09375,47.3125,47.09375,47.25,27.38441849,133000,0,1
3/18/1994,46.75,47.03125,46.71875,46.96875,27.3784523,365500,0.271,1
3/21/1994,46.8125,46.9375,46.71875,46.84375,27.30558968,324800,0,1
3/22/1994,46.84375,47.0625,46.75,46.96875,27.3784523,435700,0,0
3/23/1994,46.9375,47.0625,46.90625,46.9375,27.36022949,698500,0,0
3/24/1994,46.75,46.84375,46.15625,46.375,27.03235054,1200500,0,0
3/25/1994,46.40625,46.53125,45.9375,45.9375,26.77732658,100900,0,0
3/28/1994,46,46.0625,45.59375,46,26.81377411,1117200,0,0
3/29/1994,46,46.03125,45.09375,45.09375,26.28550148,338400,0,0
3/30/1994,45.125,45.25,44.46875,44.46875,25.92119408,1123900,0,1
3/31/1994,44.46875,44.6875,43.53125,44.59375,25.99404144,788800,0,1
4/4/1994,43.34375,44.03125,43.34375,43.90625,25.59329414,2627300,0,1
4/5/1994,44.34375,44.8125,44.34375,44.8125,26.12156487,1179000,0,0
4/6/1994,44.875,44.90625,44.5,44.8125,26.12156487,516500,0,1
4/7/1994,44.78125,45.125,44.53125,45.03125,26.24908257,666100,0,0
4/8/1994,44.9375,44.9375,44.46875,44.6875,26.04870033,242400,0,1
4/11/1994,44.8125,45.0625,44.703125,44.875,26.1579895,203300,0,0
4/12/1994,44.921875,45,44.71875,44.8125,26.12156487,1409200,0,0
4/13/1994,44.796875,44.90625,44.25,44.578125,25.98494911,364100,0,1
4/14/1994,44.5,44.828125,44.40625,44.59375,25.99404144,419900,0,1
4/15/1994,44.578125,44.78125,44.515625,44.59375,25.99404144,387300,0,0
4/18/1994,44.640625,44.765625,44.15625,44.296875,25.82099342,369100,0,1
4/19/1994,44.25,44.53125,43.984375,44.359375,25.85742378,472200,0,0
4/20/1994,44.40625,44.515625,44.078125,44.3125,25.83010674,508000,0,1
4/21/1994,44.5,44.96875,44.34375,44.90625,26.17621422,200300,0,0
4/22/1994,45.015625,45.046875,44.734375,44.859375,26.14888382,301800,0,1
4/25/1994,44.84375,45.359375,44.84375,45.328125,26.42211342,394600,0,1
4/26/1994,45.265625,45.34375,45.1875,45.28125,26.39479637,399000,0,0
4/28/1994,45.1875,45.25,44.8125,44.953125,26.20354462,287000,0,1
4/29/1994,44.875,45.15625,44.8125,45.09375,26.28550148,481900,0,1
5/2/1994,45.09375,45.71875,44.9375,45.375,26.44943428,275000,0,0
5/3/1994,45.390625,45.40625,45.0625,45.328125,26.42211342,183400,0,0
5/4/1994,45.421875,45.421875,45.078125,45.25,26.37658119,401900,0,0
5/5/1994,45.296875,45.375,45.1875,45.1875,26.34014511,659800,0,0
5/6/1994,44.96875,44.96875,44.59375,44.75,26.0851326,216300,0,0
5/9/1994,44.625,44.75,44.28125,44.359375,25.85742378,499300,0,1
5/10/1994,44.578125,44.84375,44.546875,44.703125,26.05781555,583400,0,0
5/11/1994,44.65625,44.71875,44.171875,44.296875,25.82099342,210600,0,0
5/12/1994,44.578125,44.625,44.40625,44.515625,25.94851685,305200,0,0
5/13/1994,44.640625,44.640625,44.296875,44.515625,25.94851685,321300,0,0
5/16/1994,44.609375,44.75,44.515625,44.53125,25.95761871,450400,0,1
5/17/1994,44.5625,45.1875,44.5,45.1875,26.34014511,470200,0,1
5/18/1994,45.21875,45.6875,45.015625,45.515625,26.53141022,824800,0,1
5/19/1994,45.421875,45.859375,45.421875,45.734375,26.65892792,531000,0,0
5/20/1994,45.65625,45.6875,45.5,45.5625,26.55872536,370400,0,0
5/23/1994,45.515625,45.53125,45.34375,45.484375,26.51319695,262700,0,1
5/24/1994,45.609375,45.84375,45.609375,45.671875,26.62249565,549600,0,1
5/25/1994,45.5,45.828125,45.34375,45.796875,26.69536781,738200,0,1
5/26/1994,45.78125,45.9375,45.734375,45.828125,26.7135849,369600,0,1
5/27/1994,45.75,45.875,45.671875,45.875,26.74089622,162000,0,1
5/31/1994,45.734375,45.90625,45.65625,45.8125,26.70446396,160000,0,1
6/1/1994,45.703125,46.015625,45.5625,46.015625,26.82287788,200500,0,0
6/2/1994,46.046875,46.046875,45.890625,45.96875,26.7955513,55100,0,1
6/3/1994,46,46.390625,45.859375,46.234375,26.95038795,550400,0,0
6/6/1994,46.328125,46.46875,46.1875,46.21875,26.94127655,99300,0,1
6/7/1994,46.140625,46.21875,46.03125,46.15625,26.90484428,120600,0,0
6/8/1994,46.265625,46.265625,45.78125,45.78125,26.68623734,131900,0,1
6/9/1994,45.984375,46.03125,45.890625,46.03125,26.83198357,80500,0,1
6/10/1994,46.078125,46.203125,46.078125,46.109375,26.87752914,83100,0,1
6/13/1994,46.046875,46.1875,46.03125,46.171875,26.91394043,109700,0,1
6/14/1994,46.3125,46.546875,46.3125,46.53125,27.12344742,161000,0,0
6/15/1994,46.546875,46.5625,46.3125,46.34375,27.0141468,142800,0,1
6/16/1994,46.34375,46.46875,46.296875,46.4375,27.06878662,44000,0,0
6/17/1994,46.15625,46.203125,45.8125,45.875,26.91769028,403800,0.305,0
6/20/1994,45.546875,45.625,45.4375,45.484375,26.68848419,137400,0,0
6/21/1994,45.453125,45.453125,44.90625,45.09375,26.45928574,139200,0,1
6/22/1994,45.21875,45.421875,45.171875,45.265625,26.56014252,279900,0,0
6/23/1994,45.34375,45.40625,44.9375,45,26.40427589,922500,0,0
6/24/1994,44.78125,44.78125,44,44.0625,25.8541851,353800,0,1
6/27/1994,44.234375,44.828125,44.015625,44.828125,26.30342674,371200,0,0
6/28/1994,44.84375,44.84375,44.25,44.609375,26.17508316,5382300,0,1
